ID,cc_cons
10196,16338.959580107794
2901,17227.30410237272
198,2655.4864601720874
3877,5586.3421443109555
15160,19681.213051740116
17634,5105.057971157745
16927,4811.798952527099
15162,43002.824701739766
8443,8161.519818166627
1716,4338.8935265297205
7870,2506.4158456851264
4318,12260.59534948086
11351,6642.049039200105
15465,3475.243455756825
18121,17577.670541281394
6602,4051.045760427738
4331,17795.021965730703
6592,16289.169178655156
18955,8004.075739417398
2510,14441.75574528689
4009,3450.5347360339656
15468,8362.04767227488
7251,22476.62854463967
7463,4507.139268586185
16325,7265.883478087495
14882,5416.367713203306
3610,7631.268897413083
19097,11554.17806291211
9378,4882.628907772212
16582,7557.909527870926
16761,13120.897361283281
12055,10641.993013175064
1226,5067.8412216029865
7344,4721.176103608679
16365,10325.687715962918
223,5024.048642619833
15934,29555.331571415554
11882,14942.1754698006
7083,14157.193643645236
14196,13094.974595968662
1599,38365.11508839105
5976,7446.9858515090855
5611,3819.1517553114954
12565,6264.788379968596
1339,5059.898491670225
16772,3615.5262973825384
11827,14334.70855690918
18484,12663.41230648169
3033,20586.070703103243
14726,6566.2192659475495
13696,2378.834968823856
16295,4172.435625750823
7910,7953.850999341943
1868,4787.551777414015
3190,9887.573630238805
549,11427.021720333772
8940,4740.5207966536755
214,2105.6151480405424
3587,9668.09381342699
11555,13550.948352095937
19231,46943.27332482157
8248,3790.5629141258423
355,54413.79729084842
15634,6839.678833978639
6746,9085.012195555788
2963,15847.755265909294
2082,11369.746682270357
16784,5756.399047902903
10436,16197.750966016622
5114,21392.74732781825
14525,8926.115837882162
4534,10394.074555248893
8877,2968.7182595014865
12117,5179.009601635224
2682,10630.018598038972
7948,4831.490516110944
112,7962.977809370973
2220,2824.7297207639313
606,15659.804589688327
11552,4718.148128404241
942,3964.4744841183137
555,8085.408314576944
3394,9275.599872807083
7916,12759.023993044311
13261,3358.4277078849527
9592,24139.978725070854
5694,9799.005619535832
7570,7525.639552300423
15543,3005.3477908325913
5834,3486.732303030264
3362,11144.244573562784
5741,11226.951723390748
11060,26713.798837264672
24,3142.218030982147
14942,9036.042891167379
8277,34854.83466443636
4596,4868.68739842797
396,3627.7313186792235
3213,12353.260985210582
14447,12852.10942947197
14106,2518.6059786365668
5940,4847.1602831785085
19543,15256.09950954346
10215,17329.64156090367
16348,4439.030690983034
2111,3080.0305457063896
7973,3450.2969170526903
1175,8267.092781958037
1796,15840.20786576057
7425,2265.017419814116
13183,7246.88831789435
471,5474.15181681332
17683,5059.66197924562
4770,4528.269412909254
10199,4406.2562316025815
9601,10814.148238052223
19986,6323.426733177291
10411,1773.0566574152663
10682,9854.918128500001
12224,7314.338016613949
8319,5205.4644394007155
4618,7988.519593234887
7976,10809.74947640546
4340,8890.53966808185
10852,7297.443774695709
4810,13122.97028630933
5049,5287.354501327114
16928,5905.880404400483
4504,11265.375705097798
4327,12939.831300911716
13368,11913.28108144761
5657,6502.500033035167
1007,30204.387977660183
10792,4255.064113585321
18373,22191.220203645986
12313,5304.946427020783
8295,12838.214953354589
15707,7673.992823236268
5504,8771.079705444565
11441,14378.278324386683
10964,9939.643130126644
10850,4964.5939146665205
17775,3222.942948372831
17588,17920.308171898738
14495,3884.6544796843764
5522,10547.30817722392
14724,39386.4552762842
3653,5457.430829895651
1588,6948.0681001307385
7587,8200.65571267163
2381,6566.900430954661
2879,5481.883763718413
11660,13749.616664309733
11681,15298.085911176
6929,7946.887191680661
17457,9233.260807671315
10894,2877.209847317249
4822,9949.842234818625
1647,10415.225016246686
15006,5170.8282446562225
19487,7209.197232467959
12585,16045.482268098633
17909,9014.075974956411
7793,3557.184298216489
4997,12227.097458509019
4763,4277.278145063939
11444,13285.524081923691
1627,4738.868299818059
10371,5737.543596146435
18564,9443.125665465213
4093,36132.59577525947
6978,8272.449677303637
12945,9983.86405429025
3539,3134.3039921824484
10628,23089.99850824436
11767,6144.632760521681
13601,10169.821506288536
2245,7699.578931922092
14887,5404.360908372773
4278,3670.0058653390697
9950,8911.857149790787
3204,7718.384672612014
16690,2631.6491200944583
2416,4795.086204865946
19947,8189.921498735337
17029,6833.927897203529
14802,3783.603615283675
4571,8583.250271063172
2165,4601.242544896212
14756,3781.0825766527923
17443,5556.05788043304
12952,6882.373891338694
16486,6092.156677939159
3597,10094.779362560119
1319,6513.468306082263
2645,20915.020819592304
18246,18792.07160281929
17179,5969.1476710429515
8259,8560.809752959443
2410,13309.10735395462
16128,3973.5842011156064
2694,6067.359988317732
6076,97856.40455688923
11899,3480.175981352366
16987,5365.128716918027
18023,5597.397809793851
3774,13652.58848773267
6848,9539.319063509382
8283,13533.956860481278
18868,6620.738003454426
16132,3720.3458854889423
9358,5911.314444707616
10515,7970.338335926122
536,12543.358574657537
2533,10225.809570764994
8756,3367.3587944901083
8468,5981.434270893463
19165,13288.332596318984
2818,18596.456418350586
15919,3128.196713995224
12633,10066.242620812813
9901,2746.0339055169807
3422,1741.3185580779727
17028,7498.910222599973
16513,8658.795491806433
8666,4091.1463438765004
13659,15961.534072495306
19319,13182.006909741942
5897,11083.363002638873
13079,17231.004641602198
4884,29719.905877110024
11678,4080.648121578768
3708,4036.347057644991
17810,8743.777431043078
12258,8201.31762052976
11047,2473.2388709366414
6014,6612.931201706137
516,9872.193881200572
13560,8521.181712264144
17168,8807.636033768016
18286,1385.4422656278066
2058,6968.006235624278
2542,8677.47955457511
19016,13500.679315644004
7302,4163.683786497274
19732,12001.23894306894
12284,7370.672695816631
6820,7342.713404312739
17953,10326.373125056936
17263,12777.847938786363
4713,13847.475232912802
12816,3115.1810640877193
13464,3802.4795005836168
1223,6690.146832047645
13706,12236.56094466474
9512,5286.161568742678
14862,3966.13652091976
12056,6669.997181342194
3783,8234.615430661514
4793,10165.736071380861
4205,14746.716071988118
8823,12626.386504372707
14191,8693.327849254345
15643,6389.186654229987
9554,9235.693007394577
12239,5581.202402620993
2786,10106.704704590822
15274,4801.544225038095
537,22343.296752120044
13445,7646.159517169312
2634,12498.203722725388
17840,8812.277694576014
12118,5662.51436418959
12312,3605.717250267451
2052,5874.305835376015
6709,3464.9168416567327
16546,1189.035631164451
12124,11098.585489425393
923,6853.042599803007
4148,3402.684067038972
7264,27196.553661319136
15214,5817.055954205262
18504,6154.503856359878
9475,9959.310649702056
12432,8008.843515569152
18524,5519.373378563689
18255,6418.479669941102
8654,12971.935892886764
5876,20346.460347410102
4055,4297.53402269638
3906,5276.228901395071
4875,5164.05228873306
1773,8190.188209029328
5520,16047.731403987586
14021,9598.19391851837
2216,10819.606138359328
16529,3733.7730037425026
18553,17912.197299654654
18753,21860.582151026
5548,3966.2907781772665
9435,35982.62917680621
17907,24993.352392150053
2808,14936.780593235277
11816,15323.353919072739
9060,4385.138955194892
5775,9462.109697059737
17694,6561.719879663935
3976,9091.62068944082
17781,4491.051162727144
8893,9079.192992945755
5116,3791.590517184156
13033,11228.071958130215
17649,14996.196013940305
16358,13592.547579999227
17172,8128.097012728432
3140,4789.205448027572
19312,20983.361860369845
1188,7139.294168690443
13244,3757.4269347223753
2458,1251.254289489686
17483,7816.248177108164
14793,18096.767555921946
2279,10601.389018513846
7675,3056.284901826183
7409,6495.510554026399
19974,10087.830679738476
15518,7158.085971410014
15473,13229.085842804081
16214,15749.571386937867
17398,4299.869019441711
1391,2515.129543234858
18026,5351.006485505808
16381,7183.696140928812
5905,13279.992244196874
18424,4431.469353398576
16578,24493.580472044265
2315,4788.468099841342
3303,24300.72176722791
5633,3499.7833290114404
14610,3153.176338514867
4749,8801.15519704757
12238,24290.62384224443
16125,9901.065580912995
1374,9885.326434593559
17058,5179.174648555192
16495,7518.37644010835
16340,13495.907623211104
13974,7383.311009295952
16180,7931.824416366794
19733,12076.615753779912
10112,5310.794079328409
16557,5458.006742412664
12028,14172.012977843267
18047,17006.67584112705
12496,5747.880123257959
11661,4777.429992586965
12783,14017.849254156126
7065,10262.505691098717
19005,8863.797472924793
15781,13972.551566852608
13208,14504.638594154043
14926,9633.602631599391
19730,8508.741662957524
19067,10374.669540726893
321,7812.9840441646575
19587,8610.134999138612
1721,4344.768388226739
5511,7441.211015881703
8899,11372.257974146902
17717,11606.131121888922
897,8090.425068872806
14045,6371.303843587164
1404,9742.49291355134
8999,3345.218280368653
8036,9051.191064586994
9388,7610.08346382574
1180,6319.2497367519845
8958,5542.8600003804095
6065,12226.679343188569
9479,16711.040638775572
5873,9955.407532739819
8796,7647.097562870085
8601,8335.409421479239
18825,4635.032082236998
5933,19547.211321544557
6462,4904.652949255325
16286,26609.15499352636
14994,3726.772621932375
15364,7239.596959021591
9427,3845.0665292699005
8115,12063.741859115402
15421,5707.744688032089
11865,23625.970605000715
13162,6634.1415706428925
8185,3837.441033314527
18432,27585.28619321421
6564,12738.078483428242
17979,3609.100146353063
14379,6635.791065238858
1158,5754.262074836826
8493,7657.337492036208
7967,2770.3613163752398
8761,4948.678539665218
5813,66125.16214088742
6104,17390.52250164051
3469,22019.72085824606
16073,15477.361839818721
11942,8958.49072389964
12303,24490.360370426984
8607,10348.17977100797
19370,2243.2351761924747
11871,5042.184568538806
10737,8652.864551732915
782,8054.618617699854
14214,4866.880462495788
14248,6648.3809789714
17,19634.656855335757
1358,5188.589330191073
2858,2841.9284403204047
6727,8932.714745562309
18860,6168.716049496439
12474,34726.46818168676
13172,35381.103587648206
11993,5549.868852140103
9841,12096.60412438584
18116,16932.163866350184
7050,2140.6495566186995
849,5626.01175337693
9622,6554.929213507909
13661,13304.369678751864
8308,33299.04262323779
5053,32323.663143617523
732,24631.537644819902
13818,6397.203676333682
17792,6819.3879601284325
3602,12232.577288964738
16332,9089.535869312318
16785,6626.611087802998
7752,7356.01299644829
12761,11297.088506693131
12475,8442.713535591705
5724,6172.764104942037
3924,9818.354374673423
16200,9307.311620080625
14987,13142.764725742965
3923,9363.13211429545
5468,3851.0503303603864
6386,9600.228223902937
10497,6893.101704505123
4901,9440.279346932033
1410,15459.607151908256
1957,10948.566833370327
1159,9937.46535743836
12822,5391.781428732584
15586,12408.018994241442
16948,15781.889006088893
15156,4820.215673348909
15582,4579.139067108426
4754,4906.7669503760535
15571,21535.53160853045
3898,9956.99582127797
19171,3047.729953444583
13211,11715.7713339519
943,4714.223248739988
16015,2685.2555826534053
5706,7226.338005307187
8059,36175.47779013902
7404,10081.928878640469
15613,5778.324485443991
4797,6244.268783368113
619,12851.982252529695
15075,31611.80943850676
6951,8871.50440856057
9505,5798.045312451488
9471,8158.59226282086
16889,2213.4455032861033
6251,12432.716683126142
10677,13286.468281214087
4287,8842.82245166451
4317,9620.960622983988
6195,25584.100560943654
19473,16609.694011913016
5682,9883.07005815046
9687,6616.684082347095
18261,8599.790187622028
16860,1939.147884498163
9249,11853.139953258782
18523,4602.738246260432
7325,14136.666010683472
6844,5581.43160062268
6549,3439.8979531985533
11540,8858.798872993355
19906,3218.8980193251255
7586,13807.331114282324
11119,7347.602720775286
7018,8147.822108653813
16966,8625.080399402505
11528,5483.603418900234
13920,4798.76490292313
8420,12666.090338539168
9751,5596.908219413392
13013,6137.313933469393
17787,10829.94309045131
9699,9432.128654833205
8149,30951.99457473316
18519,6780.442036467219
10369,5260.362689841622
19200,2555.089023868314
17917,4550.807167717495
7400,14304.600994045504
17218,7983.959942928672
17488,11780.589669190495
7069,1520.4384322889928
6049,23086.84987039659
2343,3890.678872397996
159,10814.029672855811
568,11383.18680211707
14913,3657.078157587768
6902,36324.662354524786
374,10058.981204305222
15207,2925.3166918661254
15291,4052.545831000328
18535,14706.861742034971
19593,7659.852977295814
9270,12379.68534067123
2335,12462.127891434222
1701,4990.918000323647
14703,7440.468893515543
1083,4683.241665000288
11843,13405.255842881204
16175,9240.057982777778
16971,37344.70830978721
19680,10965.920401878691
11522,11020.902171894424
14250,13314.404258381797
9786,6047.8454392797175
5886,17678.181061746873
18598,15028.484521361763
19194,11200.462744453265
17798,8850.940119640387
7941,5101.61669112191
12639,4846.34546167026
16805,4614.0225258977
3225,8376.129300627621
10870,4717.303903037866
5562,9825.605710308482
15204,1996.9792267342536
15020,10721.61402726608
1970,15270.224805287951
4349,11982.374252505393
13870,5443.4735092454885
15455,7893.455554688567
11727,1938.1735037728758
18604,6916.959178569734
7373,2747.9194402402645
2310,15017.26259722062
9764,6670.649787285083
7747,8264.917540551514
6520,12722.053113370077
7697,6697.548773326762
15573,3700.179212158175
19192,10047.055912784708
17984,4076.198623276763
14285,5985.734372894095
2908,10975.889344528114
12662,9578.328916109338
2671,4108.92305762695
8526,5607.891256910717
2787,15375.000713650807
10472,17003.445163341254
7305,40096.04173435231
1756,16633.256026343428
4850,7576.748391331721
19399,3640.09976066127
15163,13085.163655581657
5285,9188.739250788452
5430,14740.719882795423
9400,2391.4417426612936
19679,9313.97056709344
5606,5541.113577905671
18671,19388.46877049645
18548,11627.617702770096
9459,19988.864170871428
4881,16742.04758241398
17929,4586.271998015292
18640,6941.908135949887
3831,4374.744597403988
6063,7707.377809630298
8663,5871.56201093664
1201,14196.777953385093
8935,10446.441896562894
19612,9481.146344100665
12208,25203.546515890266
11421,7658.851628530198
18659,8901.67368610427
12027,7450.168097897793
8460,12399.6731140906
1549,7271.4485518133215
14354,5074.317477964335
18127,15525.58410814801
18582,11713.397044833928
15964,7272.074025061454
16184,6411.3378370984865
15115,7485.210561381775
11431,11374.149305169445
14205,4703.571916405519
17888,7304.237046730052
19384,4722.4740142336
13780,5834.470921262386
8196,2014.955284405758
11174,6300.304851853589
8470,5314.527001814373
19975,5149.710469314873
11270,10841.320917527293
9365,3941.416056270078
3421,9963.198493659645
8140,6526.195156921967
18211,5684.359882943325
4722,7525.2408117347795
10017,5537.79228281253
15132,5381.551272342936
6901,11010.122352438832
5691,6233.838256479106
5573,13163.630258743995
7435,10977.175252731016
12152,4655.533838484625
7341,18590.638285129768
18994,12129.801670441691
14584,7323.996123616123
8809,6482.369826573664
580,12986.961284268944
6747,6053.124960613637
14369,4947.5271522235935
10555,6882.916654489212
6115,4194.155466937763
14575,2599.576696971766
18533,22839.64820049198
19227,6786.873910128472
746,11507.05978965392
3022,9236.039099022802
12628,7118.975227784055
9754,9973.922719365113
10054,8667.70487862847
8368,1790.48821117454
3812,10119.493429163664
2453,10423.122146998072
5232,8544.238861865382
19645,6099.930502010751
6028,3193.2002351389374
4332,7515.574526393402
17532,22487.592925420053
6678,22902.691360324854
19505,3021.3598291148583
14775,10163.418667023754
18952,7847.65982438648
14218,12347.394353702159
6001,549.1366643278889
13700,15868.465615393094
1453,5939.505529118779
6235,5153.217816872719
7071,21267.840588648574
19984,9615.90880980045
17924,7577.71628295709
12845,3828.9466432468544
4628,7015.243076477749
945,4746.277694889452
14157,9503.290261198765
13618,5440.582848734744
16658,4794.929609538676
5300,8809.12435918363
12449,6546.63473683585
13783,18674.112864985167
9980,5509.295415782297
16845,15009.654541888556
2862,6092.584220755987
3350,4012.7523941233158
17429,20652.53872442663
1895,11656.756481840448
11101,9480.830823551194
3963,12007.327697160852
1133,4580.973745495095
13673,18107.15150860769
13489,10921.197505380122
13865,6419.069600742432
15786,5725.036086868016
3985,3178.291522186675
11998,1921.9986820152617
10739,3632.981404944333
4702,7469.920702503906
7499,2315.4016593380593
8550,7553.327999935077
4776,15898.765856519622
13317,11543.98664133773
2184,3779.888790004293
807,5652.96053711109
7099,38327.235202441414
8973,25146.028988933445
9369,7281.638571391561
16823,7207.98234535853
11525,15339.502018909985
10986,12082.56572998788
2434,15627.739301024327
3108,4705.868165615846
18217,9581.505328535175
10631,28625.939221469132
9141,5735.860531235666
7760,3561.287187717465
10905,13914.77990594471
5890,6032.614011378602
11294,51317.98161529745
19332,29361.01148107156
5426,4585.987160983657
17785,3974.501000903352
11420,5339.248276496625
3049,4207.032679717369
12632,5493.014341850723
19246,17105.131913340123
13271,5883.557144802542
17803,10885.385637930576
17126,10176.32365437381
8698,3893.0095596069586
5996,32631.843506242112
11892,8618.184059971325
15263,14942.060187371404
5210,1841.7915259676693
12905,11317.647174482767
19208,4152.155207211312
5599,16958.145327147737
13512,17894.77923464091
19511,5985.097014047451
16281,6352.16962532286
2142,10322.949771091851
11034,1363.4564720877352
19121,8251.557565271576
7803,6853.3661210915425
2236,3171.2640022654177
8589,11165.323828441886
14052,5336.0397208269405
10440,9426.508212964112
17316,4409.5989476097875
1123,15099.017061345665
8102,2817.3629111229293
15355,18937.184017161293
252,12595.855861434842
8193,9385.271629778586
15147,9125.48499022497
13263,6017.3596279813755
8385,8279.968058553011
13425,4010.8764985291664
19762,5661.143935509228
12939,5717.689580956987
16290,29892.83127052275
31,16598.67515946518
14664,5024.753102622674
11006,14790.941197003975
7303,4221.206802545927
2135,4694.522247809588
7946,7965.911384510973
19020,11782.150231977801
977,11340.417751168538
1281,10124.829530360315
6100,9319.701687140645
13110,4614.760747226537
644,14180.410069915259
17424,14650.061384481363
